gpa,test_score,attendance,study_hrs,sleep_hrs,exercise_hrs,stress
2.69106273272413,53.702176456749726,82.15885435302624,9.70162842821682,6.731027811754312,2.0687193347251176,3.6385755720861184
2.8306511665397984,60.6011703380891,79.48591909185623,13.74047532068863,5.045149517163242,3.6150559365947856,6.612383326895548
2.703856207986428,60.274996954871625,84.28829648147241,14.007236302478187,5.8473020192257845,1.7763656387220803,7.6251610094770115
2.909618948181942,55.05514562203494,76.1173420215159,13.364340020391897,6.317180431656697,3.5719114501699996,4.383677494884768
2.614389263654247,61.77716998363922,81.22471553174368,11.680281085247827,6.163891801938066,1.9640483876271526,5.904564009989192
2.5524042543000176,64.25326793514893,74.61482315749343,7.357259658922298,6.944190170279178,2.348111581270179,7.544042583626648
3.043871455847285,84.05967062907656,84.42042784548728,8.598765830609679,7.425331225475618,5.750372560602965,3.729570689681845
2.6505291652449197,43.10049392455886,80.65014346475138,10.132622179545024,7.893449817943111,4.736696147594676,5.914359531427182
2.957247331989898,66.46882784584304,85.86959915656169,11.458267472405208,9.22640213567914,8.185564906498055,2.2068061165831807
3.281948006575122,78.4059595692161,79.58243799274189,12.489438893801452,7.2070312265924334,4.055334223033738,4.159720761717437
3.4681471198428038,74.78724888131251,103.34110920489776,14.033559651121392,7.5231560307088285,3.046099939321772,4.927364279859786
2.51032889130331,51.75001422817543,76.58030452362394,7.766286236505092,5.81418030742651,3.2960576371724484,8.409132473512358
3.3073262098145166,74.13785592867234,91.18954319137936,14.269393264394944,6.398381870316686,1.22761888493921,5.679648734230362
3.265131607278587,63.161876447742536,85.49626351989679,11.162224509351441,8.766055090892115,4.438547172735726,3.8981966717182845
2.9950871762720683,69.81770210558145,94.7010210843977,10.522221181758086,6.817553048472162,3.0880237852619548,6.107756965326717
2.301956212499985,60.43887232309669,69.38381387962893,10.950887838220408,6.472611006211474,4.7244948376962626,6.158101615979734
2.982501535946313,57.547343837198454,87.31786855238911,8.17226181798174,7.813144065302633,6.875422141133468,4.328410223499458
2.22781446211832,51.053135677310635,82.46118243836335,9.105818250232277,5.815601114286242,2.9790092524046194,7.223029431192787
2.0292425999220556,51.89177391165334,72.37625055740158,6.776262961262329,8.066651017370672,4.831526093128195,2.8399555603740003
2.8885384081326904,73.76883516737752,76.87749612122639,12.815516455285788,7.061022388765143,3.078678479405985,3.8570849893813905
2.7986938868515785,68.05347695673586,78.78224354794699,10.360480403116535,6.418291339192346,4.172747569508471,5.807931249999814
2.460863876963564,49.895990117030706,85.46311221063532,7.9800206512611,7.02958652930888,3.3240080978917117,6.137397800237055
3.227728434064306,66.46636041534026,85.94021745561957,11.423230779429675,6.331481896547356,1.3900918119381163,5.676807648912788
