group,x1,x2,x3,x4,x5,x6
G2,3.560034927258638,-1.7299010420907182,-2.024872183279806,-1.9881016486137744,2.582795311866083,-0.09042518245183279
G2,-1.1482195466275906,-0.7666437711107311,-0.9594615498101443,-1.8276659997663276,-0.4633184287644574,1.5965281557559245
G2,2.708813070014787,-1.2320144410132248,2.741420465891212,1.2664425153918804,-0.977454713431993,0.03972846270171838
G2,0.33802266685983473,-1.1210499407887438,-1.8238864554463776,-0.8245828088253034,-0.8341640750181653,-0.9914905261104726
G2,1.3289101326495711,-3.229034208057013,-0.43754524812210777,0.301273653717145,2.349347797806468,-0.11954850304953442
G2,0.501630415799405,-1.4737135194103521,2.4908675571894014,-2.547635312141784,1.4124062716799115,-0.3545152185908897
G2,-1.2037160512486695,-1.4630924857098833,-0.14307132274225606,-0.46083875371896765,-1.1459426534605952,0.0330241729957642
G2,1.2971264073428963,-3.937271597958607,1.080663495107147,1.3059767423960982,-0.8689345214326967,-1.162497933351369
G2,3.1149371595402044,0.8024214480197012,0.5096369406452396,-0.1291804864279879,-0.056602628041695385,0.539654001268768
G2,0.43395458712266916,0.19294765472579645,0.3953943692229453,-0.9274507162759426,1.8215540955802938,-1.2893307866764376
G2,0.37682512868482854,-3.7812858749402296,0.01808634260831396,-2.204543068855207,3.6251198204081345,1.5816852114545061
G2,-0.2604592928014359,-1.0045747786631214,-1.5546866052447044,-0.0131424940964474,-1.1099265305318693,0.25394092110898275
G2,-1.670999781775124,-3.8852619460544857,-0.32791034501898475,-0.5363542689227975,0.6245951816688402,-0.3382494208206188
G2,-0.6629402039512482,-2.164282384247552,0.12539900792255163,-2.3553556712337507,0.5243146164432547,1.729804200642633
G2,3.10341973614663,-0.26245486205535706,-0.5168684234543813,0.8302038501717676,-0.7504142483194566,-0.421441015341176
G3,1.2269458509811944,-1.1940586495080936,2.417679604956313,0.2501862158680454,-1.961663842238603,-1.8369709141736497
G3,0.9585091741960136,2.1304170000637157,3.9178373818054384,1.2850689537533688,-1.8784785167793678,-2.3060851841946337
G3,-1.9762771677201691,-1.2209785480354678,4.479773511858397,-1.6621718636145046,-1.0344209150509567,-1.0824476917069212
G3,-0.8567173905960888,0.0460356459282334,0.8808009649037121,-2.9203930075469247,0.5018103121157087,0.3343173447617293
G3,-0.8022630304182764,1.2228979298555354,3.2306152461729374,0.5226239808279562,1.3765457892945971,1.4619537232075774
G3,1.4525828666839422,-1.5166747442113997,0.9748510986193163,-0.9668202191412729,0.6415693992773804,1.8975571967564402
G3,-0.4531145075142723,0.5077936172763812,2.8121617614003567,1.3984852905510035,-0.671583479649936,1.8091593393325325
G3,2.0366909343926154,2.0464355769194778,2.7478443128497974,1.6936554584792234,-1.8842692879418932,-0.5316148926502934
G3,-2.2896966202496327,-0.09175447008519276,-0.14862619305985003,0.39905823108431987,-0.14359153694881263,-0.02484137882846597
G3,-1.3904084614565198,0.6024323851170172,3.44904540391072,-0.11882317656213957,-1.030931922594504,-1.5764307667435355
G3,-3.723921362756762,-1.4135388541491862,0.9572349536160024,0.7581979030424617,-0.15441601843499683,0.8709925963166888
G3,0.8032484087843597,-1.8004233157359741,4.2501907237771555,0.16323307393431408,1.078134913135551,-1.7793500015965926
G3,-0.021884946074406504,-0.31219365996655396,2.5615498110849986,0.6535768051970465,0.7003591795052282,-2.382049673769835
G3,-1.675699298754818,-0.2352359969305737,0.8840223574473886,-0.26077742006157817,0.13559574134088945,1.4167829365711935
G3,0.630669218985609,-1.8747642448828512,3.0153956075649613,-1.0885054889283563,-2.203449683290376,-1.238362212681655
G3,0.5503702316156959,1.0117865983777226,1.2783275410595851,-1.6268463120159722,-0.09944545723670807,3.0756027685381517
G3,-0.5757154438917055,0.20333860853159383,1.344238468667868,-0.1461045639136331,-0.19123028002582754,2.2272454551747174
G3,0.8104481468632687,0.7595950128591733,0.09603634130677952,-0.47512929377134716,-2.0855344425728877,2.1114489024027736
G3,0.7782782006818256,-1.5016570444463289,2.9068052019530564,-2.6471328647847114,-1.3237476867671416,1.7970287155917424
G3,-1.4382813132001548,1.6791614223629452,-2.1367830788451565,0.8734995016546693,-0.43088602617148886,0.3431287048443306
G4,0.1635605127914049,0.36955626259498675,-1.0188281188860484,3.8898040883257696,-1.4181308627951372,1.1133917756240355
G4,-0.26668350459500095,-2.3486093578576686,-0.3171112331891181,4.796466009010795,0.13990971174319905,-1.0149277648413002
G4,-1.8800825026832835,0.30429047401194453,-0.5814707593167905,5.916518187754267,1.9927343914972473,-1.979987413802454
G4,-0.17226569576400716,-0.826193231883221,1.4960311259277264,6.203993184635335,-1.3158581613736657,-1.8948992708906536
G4,-0.09478220242232437,0.9194956455311313,-0.21905468098433106,2.816415898015263,0.40249804368367414,0.37675501556533025
G4,1.2533383220337884,1.7372204907792965,1.02245873837801,6.227728429533152,0.6408390242280687,-1.049900778676864
G4,-0.5303254057077292,1.5151201796311653,-0.6870247904280509,5.515298426434823,-4.695194426020998,1.5783545336760485
G4,0.2855821534806461,1.2868026559997694,-0.3072322663799085,3.6773620713665762,0.48841230010871733,2.4170866307110255
G4,1.433657539407083,-1.3676427054272502,2.6781387040862157,4.067765747123376,-1.2301241088168864,-1.639178402737015
G4,-0.16795560834925663,1.2910793342550337,1.530166434302616,5.2247583466833,-2.2806907397278935,-1.0892621453637286
G4,-1.285611001438679,-0.6791688011750519,-0.48614208105765155,5.388814303513299,2.4351266350027045,-3.5986076094067774
G4,1.9975667548218539,0.7999614016478385,-0.9015718958667482,5.468967669901947,0.19954742108063975,1.696302137796364
G4,-1.5091326495303161,-1.6465517963688219,3.0814221229156726,4.045717208411528,2.4392769544673465,2.1262083591265593
G4,2.322644950734378,0.7720928034105004,-1.9539174111100106,4.514562133206008,-1.872880734963739,-0.44361362101262114
G4,-2.901600652435083,-0.8717756921488156,-0.37102297428622605,7.697575834817811,-2.5431179425999195,2.309897442110125
G4,-0.14038119762445436,1.4257097297118952,0.010095248677313626,5.954805971413926,-0.5841933713328378,0.6991073902885749
G4,-3.7238417915783937,-1.553798510534803,0.4494878970713352,3.674765946604703,2.0064196634795777,-2.843818694253935
G4,-2.693454336373962,-1.5022166080301986,0.8833372318318541,4.2737401112436135,-3.7811229921494482,0.7530085750551724
G4,0.9864319475936191,0.8869818990628536,0.6477567893459428,4.043332493497429,0.7715282968706074,-2.5556189871331862
G4,0.6494250855235073,0.6655405245455009,0.06260645839748864,5.724341818140469,-1.6290203209501015,1.1180308402690733
